"Time (s) Monitor Run","Position (cm) Monitor Run","Velocity (m/s) Monitor Run","Acceleration (m/s²) Monitor Run"
17.625,0.0158088,3.09E-5,-0.13
17.650,0.0158088,-6.83E-4,-0.26
17.675,0.0162728,-0.02,-0.16
17.700,0.0051026,-0.02,0.23
17.725,-0.2476967,0.00,0.53
17.750,-0.0371802,0.02,0.32
17.775,0.0158088,0.02,-0.08
17.800,0.0158088,0.00,-0.26
17.825,0.0158088,0.00,-0.16
17.850,0.0158088,0.00,-0.02
17.875,0.0158088,0.00,0.00
17.900,0.0158088,0.00,0.00
17.925,0.0158088,0.00,0.00
17.950,0.0158088,0.00,0.00
17.975,0.0158088,0.00,0.00
18.000,0.0158088,0.00,0.00
18.025,0.0158088,0.00,0.00
18.050,0.0158088,0.00,0.00
18.075,0.0158088,0.00,0.00
18.100,0.0158088,0.00,0.00
18.125,0.0158088,0.00,0.00
18.150,0.0158088,0.00,0.00
18.175,0.0158088,0.00,0.00
18.200,0.0158088,0.00,0.00
18.225,0.0158088,0.00,0.00
18.250,0.0158088,0.00,0.00
18.275,0.0158088,0.00,0.00
18.300,0.0158088,0.00,0.00
18.325,0.0158088,0.00,0.00
18.350,0.0158088,0.00,0.00
18.375,0.0158088,0.00,0.00
18.400,0.0158088,0.00,0.00
18.425,0.0158088,0.00,0.00
18.450,0.0158088,0.00,-0.08
18.475,0.0158088,3.40E-4,-0.29
18.500,0.0158088,-0.01,-0.47
18.525,0.0209145,-0.03,-0.22
18.550,-0.1706293,-0.04,0.46
18.575,-0.2770494,-0.01,0.94
18.600,-0.2667257,0.03,0.68
18.625,0.0158088,0.04,-0.04
18.650,0.0158088,0.02,-0.47
18.675,0.0158088,0.00,-0.38
18.700,0.0158088,0.00,-0.13
18.725,0.0158088,0.00,-0.01
18.750,0.0158088,6.19E-5,-0.13
18.775,0.0158088,0.00,-0.24
18.800,0.0167369,-0.02,-0.10
18.825,-0.0130295,-0.02,0.26
18.850,-0.2309598,6.83E-4,0.48
18.875,-0.0018549,0.02,0.24
18.900,0.0158088,0.02,-0.12
18.925,0.0158088,0.00,-0.24
18.950,0.0158088,0.00,-0.13
18.975,0.0158088,0.00,-0.01
19.000,0.0158088,0.00,0.00
19.025,0.0158088,0.00,-0.12
19.050,0.0158088,4.95E-4,-0.36
19.075,0.0158088,-0.02,-0.36
19.100,0.0232361,-0.04,0.11
19.125,-0.2598498,-0.02,0.72
19.150,-0.2490726,0.02,0.72
19.175,0.0158088,0.04,0.12
19.200,0.0158088,0.02,-0.36
19.225,0.0158088,0.00,-0.36
19.250,0.0158088,0.00,-0.12
19.275,0.0158088,0.00,0.00
19.300,0.0158088,3.09E-5,-0.15
19.325,0.0158088,-5.90E-4,-0.42
19.350,0.0162728,-0.02,-0.52
19.375,0.0064946,-0.04,-0.08
19.400,-0.2937912,-0.04,0.72
19.425,-0.2951647,0.00,1.06
19.450,-0.2490726,0.04,0.60
19.475,0.0158088,0.04,-0.18
19.500,0.0158088,0.02,-0.53
19.525,0.0158088,0.00,-0.37
19.550,0.0158088,0.00,-0.12
19.575,0.0158088,3.09E-5,-0.15
19.600,0.0158088,-5.90E-4,-0.42
19.625,0.0162728,-0.02,-0.55
19.650,0.0064946,-0.04,-0.14
19.675,-0.2937912,-0.04,0.68
19.700,-0.2937912,0.00,1.10
19.725,-0.3015723,0.04,0.71
19.750,-0.0018549,0.04,-0.10
19.775,0.0158088,0.02,-0.54
19.800,0.0158088,0.00,-0.43
19.825,0.0158088,0.00,-0.15
19.850,0.0158088,0.00,-0.12
19.875,0.0158088,4.95E-4,-0.38
19.900,0.0158088,-0.02,-0.54
19.925,0.0232361,-0.04,-0.17
19.950,-0.2584741,-0.04,0.62
19.975,-0.2942491,0.00,1.07
20.000,-0.2843781,0.04,0.69
20.025,0.0158088,0.04,-0.11
20.050,0.0158088,0.02,-0.53
20.075,0.0158088,0.00,-0.40
20.100,0.0158088,0.00,-0.13
20.125,0.0158088,0.00,4.13E-4
20.150,0.0158088,0.00,-0.01
20.175,0.0158088,6.19E-5,-0.03
20.200,0.0158088,0.00,-0.02
20.225,0.0167369,0.00,0.03
20.250,-0.0195179,-6.19E-5,0.06
20.275,0.0158088,0.00,0.03
20.300,0.0158088,0.00,-0.01
20.325,0.0158088,0.00,-0.03
20.350,0.0158088,0.00,-0.02
20.375,0.0158088,0.00,0.00
20.400,0.0158088,0.00,0.00
20.425,0.0158088,0.00,0.00
20.450,0.0158088,0.00,0.00
20.475,0.0158088,0.00,0.00
20.500,0.0158088,0.00,0.00
20.525,0.0158088,0.00,0.00
20.550,0.0158088,0.00,0.00
20.575,0.0158088,0.00,0.00
20.600,0.0158088,0.00,0.00
20.625,0.0158088,0.00,0.00
20.650,0.0158088,0.00,0.00
20.675,0.0158088,0.00,0.00
20.700,0.0158088,0.00,6.19E-4
20.725,0.0158088,0.00,-0.02
20.750,0.0158088,9.28E-5,-0.05
20.775,0.0158088,0.00,-0.02
20.800,0.0172010,0.00,0.04
20.825,-0.0371802,-9.28E-5,0.09
20.850,0.0158088,0.00,0.05
20.875,0.0158088,0.00,-0.02
20.900,0.0158088,0.00,-0.05
20.925,0.0158088,0.00,-0.02
20.950,0.0158088,0.00,2.06E-4
20.975,0.0158088,0.00,0.00
21.000,0.0158088,3.09E-5,-0.13
21.025,0.0158088,-6.83E-4,-0.26
21.050,0.0162728,-0.02,-0.14
21.075,0.0051026,-0.02,0.24
21.100,-0.2481553,0.00,0.51
21.125,-0.0195179,0.02,0.29
21.150,0.0158088,0.02,-0.10
21.175,0.0158088,0.00,-0.26
21.200,0.0158088,0.00,-0.15
21.225,0.0158088,0.00,-0.02
21.250,0.0158088,0.00,4.13E-4
21.275,0.0158088,0.00,-0.01
21.300,0.0158088,6.19E-5,-0.12
21.325,0.0158088,0.00,-0.20
21.350,0.0167369,-0.02,-0.07
21.375,-0.0139566,-0.01,0.24
21.400,-0.1961090,0.00,0.40
21.425,0.0158088,0.02,0.18
21.450,0.0158088,0.01,-0.12
21.475,0.0158088,0.00,-0.20
21.500,0.0158088,0.00,-0.09
21.525,0.0158088,0.00,0.00
21.550,0.0158088,0.00,-0.12
21.575,0.0158088,5.26E-4,-0.39
21.600,0.0158088,-0.02,-0.49
21.625,0.0237004,-0.04,-0.07
21.650,-0.2765912,-0.03,0.68
21.675,-0.2788820,0.00,0.98
21.700,-0.1961090,0.04,0.52
21.725,0.0158088,0.03,-0.20
21.750,0.0158088,0.01,-0.49
21.775,0.0158088,0.00,-0.32
21.800,0.0158088,0.00,-0.09
21.825,0.0158088,0.00,4.13E-4
21.850,0.0158088,0.00,-0.01
21.875,0.0158088,6.19E-5,-0.05
21.900,0.0158088,0.00,-0.05
21.925,0.0167369,0.00,0.01
21.950,-0.0185912,0.00,0.09
21.975,-0.0195179,0.00,0.09
22.000,0.0158088,0.00,0.02
22.025,0.0158088,0.00,-0.05
22.050,0.0158088,0.00,-0.05
22.075,0.0158088,0.00,-0.02
22.100,0.0158088,0.00,4.13E-4
22.125,0.0158088,0.00,-0.01
22.150,0.0158088,6.19E-5,-0.05
22.175,0.0158088,0.00,-0.06
22.200,0.0167369,-0.01,0.00
22.225,-0.0181278,0.00,0.11
22.250,-0.0371802,0.00,0.12
22.275,0.0158088,0.01,0.03
22.300,0.0158088,0.00,-0.05
22.325,0.0158088,0.00,-0.06
22.350,0.0158088,0.00,-0.02
22.375,0.0158088,0.00,0.00
22.400,0.0158088,3.09E-5,-0.13
22.425,0.0158088,-6.52E-4,-0.38
22.450,0.0162728,-0.02,-0.40
22.475,0.0055665,-0.04,0.10
22.500,-0.2589327,-0.02,0.75
22.525,-0.2834623,0.02,0.80
22.550,-0.0195179,0.04,0.20
22.575,0.0158088,0.02,-0.35
22.600,0.0158088,0.00,-0.40
22.625,0.0158088,0.00,-0.16
22.650,0.0158088,0.00,-0.02
22.675,0.0158088,0.00,-0.01
22.700,0.0158088,3.09E-5,-0.04
22.725,0.0158088,0.00,-0.06
22.750,0.0162728,0.00,-0.03
22.775,-4.6375837E-4,0.00,0.07
22.800,-0.0367172,-1.24E-4,0.12
22.825,-0.0018549,0.00,0.07
22.850,0.0158088,0.00,-0.02
22.875,0.0158088,0.00,-0.06
22.900,0.0158088,0.00,-0.04
22.925,0.0158088,0.00,-0.01
22.950,0.0158088,0.00,0.00
22.975,0.0158088,3.09E-5,-0.12
23.000,0.0158088,-6.83E-4,-0.35
23.025,0.0162728,-0.02,-0.34
23.050,0.0051026,-0.03,0.13
23.075,-0.2421912,-0.02,0.70
23.100,-0.2490726,0.02,0.70
23.125,0.0158088,0.03,0.11
23.150,0.0158088,0.02,-0.35
23.175,0.0158088,0.00,-0.35
23.200,0.0158088,0.00,-0.12
23.225,0.0158088,0.00,0.00
23.250,0.0158088,3.09E-5,-0.14
23.275,0.0158088,-6.21E-4,-0.40
23.300,0.0162728,-0.02,-0.53
23.325,0.0060305,-0.04,-0.13
23.350,-0.2761330,-0.04,0.67
23.375,-0.2942491,1.02E-4,1.07
23.400,-0.2843781,0.04,0.67
23.425,0.0158088,0.04,-0.13
23.450,0.0158088,0.02,-0.54
23.475,0.0158088,0.00,-0.40
23.500,0.0158088,0.00,-0.13
23.525,0.0158088,0.00,-0.12
23.550,0.0158088,5.26E-4,-0.39
23.575,0.0158088,-0.02,-0.55
23.600,0.0237004,-0.04,-0.27
23.625,-0.2761330,-0.04,0.44
23.650,-0.2937912,-0.02,0.99
23.675,-0.2960803,0.02,0.91
23.700,-0.2137643,0.04,0.29
23.725,0.0158088,0.04,-0.34
23.750,0.0158088,0.02,-0.52
23.775,0.0158088,0.00,-0.34
23.800,0.0158088,0.00,-0.22
23.825,0.0158088,4.95E-4,-0.38
23.850,0.0158088,-0.02,-0.54
23.875,0.0232361,-0.04,-0.31
23.900,-0.2584741,-0.04,0.37
23.925,-0.2937912,-0.02,0.95
23.950,-0.2947069,0.02,0.96
23.975,-0.2667257,0.04,0.40
24.000,0.0158088,0.04,-0.28
24.025,0.0158088,0.02,-0.54
24.050,0.0158088,0.00,-0.39
24.075,0.0158088,0.00,-0.14
24.100,0.0158088,6.19E-5,-0.16
24.125,0.0158088,0.00,-0.43
24.150,0.0167369,-0.02,-0.49
24.175,-0.0111750,-0.04,-0.02
24.200,-0.2937912,-0.03,0.75
24.225,-0.2960803,0.01,1.02
24.250,-0.2137643,0.04,0.52
24.275,0.0158088,0.04,-0.22
24.300,0.0158088,0.02,-0.52
24.325,0.0158088,0.00,-0.34
24.350,0.0158088,0.00,-0.11
24.375,0.0158088,3.09E-5,-0.15
24.400,0.0158088,-5.90E-4,-0.42
24.425,0.0162728,-0.02,-0.54
24.450,0.0064946,-0.04,-0.11
24.475,-0.2937912,-0.04,0.70
24.500,-0.2942491,0.00,1.09
24.525,-0.2843781,0.04,0.66
24.550,0.0158088,0.04,-0.15
24.575,0.0158088,0.02,-0.55
24.600,0.0158088,0.00,-0.40
24.625,0.0158088,0.00,-0.13
24.650,0.0158088,0.00,-0.01
24.675,0.0158088,6.19E-5,-0.15
24.700,0.0158088,0.00,-0.37
24.725,0.0167369,-0.02,-0.30
24.750,-0.0116386,-0.03,0.22
24.775,-0.2788820,-0.01,0.74
24.800,-0.1961090,0.02,0.63
24.825,0.0158088,0.03,0.03
24.850,0.0158088,0.01,-0.37
24.875,0.0158088,0.00,-0.32
24.900,0.0158088,0.00,-0.09
24.925,0.0158088,0.00,0.00
24.950,0.0158088,3.09E-5,-0.14
24.975,0.0158088,-6.21E-4,-0.40
25.000,0.0162728,-0.02,-0.39
25.025,0.0060305,-0.04,0.14
25.050,-0.2765912,-0.02,0.80
25.075,-0.2843781,0.02,0.79
25.100,0.0158088,0.04,0.13
25.125,0.0158088,0.02,-0.40
25.150,0.0158088,0.00,-0.40
25.175,0.0158088,0.00,-0.13
25.200,0.0158088,0.00,0.00
25.225,0.0158088,0.00,-0.13
25.250,0.0158088,5.57E-4,-0.41
25.275,0.0158088,-0.02,-0.51
25.300,0.0241648,-0.04,-0.05
25.325,-0.2937912,-0.03,0.73
25.350,-0.2969958,0.01,1.01
25.375,-0.1784531,0.04,0.49
25.400,0.0158088,0.03,-0.24
25.425,0.0158088,0.01,-0.50
25.450,0.0158088,0.00,-0.31
25.475,0.0158088,0.00,-0.08
25.500,0.0158088,0.00,-0.12
25.525,0.0158088,4.95E-4,-0.37
25.550,0.0158088,-0.02,-0.47
25.575,0.0232361,-0.04,-0.06
25.600,-0.2589327,-0.03,0.67
25.625,-0.2797982,0.01,0.93
25.650,-0.1607965,0.04,0.46
25.675,0.0158088,0.03,-0.22
25.700,0.0158088,0.01,-0.46
25.725,0.0158088,0.00,-0.29
25.750,0.0158088,0.00,-0.07
25.775,0.0158088,0.00,-0.13
25.800,0.0158088,5.57E-4,-0.41
25.825,0.0158088,-0.02,-0.56
25.850,0.0241648,-0.04,-0.17
25.875,-0.2937912,-0.04,0.66
25.900,-0.2937912,0.00,1.10
25.925,-0.3015723,0.04,0.72
25.950,-0.0018549,0.04,-0.10
25.975,0.0158088,0.02,-0.54
26.000,0.0158088,0.00,-0.43
26.025,0.0158088,0.00,-0.16
26.050,0.0158088,0.00,0.00
26.075,0.0158088,0.00,-0.12
26.100,0.0158088,5.26E-4,-0.39
26.125,0.0158088,-0.02,-0.40
26.150,0.0237004,-0.04,0.11
26.175,-0.2765912,-0.02,0.78
26.200,-0.2843781,0.02,0.80
26.225,0.0158088,0.04,0.14
26.250,0.0158088,0.02,-0.39
26.275,0.0158088,0.00,-0.40
26.300,0.0158088,0.00,-0.13
26.325,0.0158088,0.00,0.00
26.350,0.0158088,3.09E-5,-0.15
26.375,0.0158088,-5.90E-4,-0.42
26.400,0.0162728,-0.02,-0.52
26.425,0.0064946,-0.04,-0.07
26.450,-0.2937912,-0.04,0.73
26.475,-0.2956225,0.00,1.04
26.500,-0.2314188,0.04,0.57
26.525,0.0158088,0.04,-0.20
26.550,0.0158088,0.02,-0.52
26.575,0.0158088,0.00,-0.36
26.600,0.0158088,0.00,-0.11
26.625,0.0158088,0.00,-0.12
26.650,0.0158088,5.26E-4,-0.39
26.675,0.0158088,-0.02,-0.55
26.700,0.0237004,-0.04,-0.16
26.725,-0.2761330,-0.04,0.65
26.750,-0.2942491,0.00,1.08
26.775,-0.2843781,0.04,0.69
26.800,0.0158088,0.04,-0.13
26.825,0.0158088,0.02,-0.54
26.850,0.0158088,0.00,-0.40
26.875,0.0158088,0.00,-0.13
26.900,0.0158088,0.00,-0.12
26.925,0.0158088,5.26E-4,-0.39
26.950,0.0158088,-0.02,-0.55
26.975,0.0237004,-0.04,-0.18
27.000,-0.2761330,-0.04,0.63
27.025,-0.2937912,0.00,1.09
27.050,-0.3015723,0.04,0.73
27.075,-0.0018549,0.04,-0.08
27.100,0.0158088,0.02,-0.53
27.125,0.0158088,0.00,-0.43
27.150,0.0158088,0.00,-0.16
27.175,0.0158088,0.00,-0.02
27.200,0.0158088,6.19E-5,-0.16
27.225,0.0158088,0.00,-0.42
27.250,0.0167369,-0.02,-0.39
27.275,-0.0111750,-0.04,0.17
27.300,-0.2942491,-0.02,0.83
27.325,-0.2839202,0.02,0.81
27.350,-0.0018549,0.04,0.14
27.375,0.0158088,0.02,-0.41
27.400,0.0158088,0.00,-0.41
27.425,0.0158088,0.00,-0.15
27.450,0.0158088,0.00,-0.01
27.475,0.0158088,3.09E-5,-0.15
27.500,0.0158088,-5.90E-4,-0.42
27.525,0.0162728,-0.02,-0.43
27.550,0.0064946,-0.04,0.12
27.575,-0.2937912,-0.02,0.82
27.600,-0.3011147,0.02,0.87
27.625,-0.0195179,0.04,0.20
27.650,0.0158088,0.02,-0.39
27.675,0.0158088,0.00,-0.44
27.700,0.0158088,0.00,-0.17
27.725,0.0158088,0.00,-0.01
27.750,0.0158088,0.00,-0.11
27.775,0.0158088,4.64E-4,-0.35
27.800,0.0158088,-0.02,-0.38
27.825,0.0227717,-0.04,0.08
27.850,-0.2417323,-0.02,0.69
27.875,-0.2662674,0.02,0.75
27.900,-0.0018549,0.04,0.17
27.925,0.0158088,0.02,-0.34
27.950,0.0158088,0.00,-0.37
27.975,0.0158088,0.00,-0.14
28.000,0.0158088,0.00,-0.01
28.025,0.0158088,0.00,0.00
28.050,0.0158088,3.09E-5,-0.13
28.075,0.0158088,-6.52E-4,-0.32
28.100,0.0162728,-0.02,-0.26
28.125,0.0055665,-0.03,0.19
28.150,-0.2626006,-0.01,0.65
28.175,-0.1431391,0.02,0.53
28.200,0.0158088,0.03,0.01
28.225,0.0158088,0.01,-0.32
28.250,0.0158088,0.00,-0.27
28.275,0.0158088,0.00,-0.07
28.300,0.0158088,0.00,-0.01
28.325,0.0158088,6.19E-5,-0.15
28.350,0.0158088,0.00,-0.41
28.375,0.0167369,-0.02,-0.37
28.400,-0.0116386,-0.04,0.17
28.425,-0.2765912,-0.02,0.81
28.450,-0.2843781,0.02,0.78
28.475,0.0158088,0.04,0.11
28.500,0.0158088,0.02,-0.41
28.525,0.0158088,0.00,-0.40
28.550,0.0158088,0.00,-0.13
28.575,0.0158088,0.00,0.00
28.600,0.0158088,0.00,-0.12
28.625,0.0158088,4.95E-4,-0.37
28.650,0.0158088,-0.02,-0.40
28.675,0.0232361,-0.04,0.10
28.700,-0.2589327,-0.02,0.75
28.725,-0.2843781,0.02,0.78
28.750,0.0158088,0.04,0.15
28.775,0.0158088,0.02,-0.37
28.800,0.0158088,0.00,-0.39
28.825,0.0158088,0.00,-0.13
28.850,0.0158088,0.00,0.00
28.875,0.0158088,0.00,-0.11
28.900,0.0158088,4.64E-4,-0.36
28.925,0.0158088,-0.02,-0.50
28.950,0.0227717,-0.04,-0.15
28.975,-0.2412734,-0.04,0.59
29.000,-0.2775076,-9.84E-4,0.99
29.025,-0.2490726,0.04,0.62
29.050,0.0158088,0.04,-0.12
29.075,0.0158088,0.02,-0.49
29.100,0.0158088,0.00,-0.37
29.125,0.0158088,0.00,-0.11
29.150,0.0158088,0.00,-0.12
29.175,0.0158088,4.95E-4,-0.38
29.200,0.0158088,-0.02,-0.52
29.225,0.0232361,-0.04,-0.14
29.250,-0.2584741,-0.04,0.64
29.275,-0.2951647,1.32E-4,1.04
29.300,-0.2490726,0.04,0.63
29.325,0.0158088,0.04,-0.14
29.350,0.0158088,0.02,-0.52
29.375,0.0158088,0.00,-0.37
29.400,0.0158088,0.00,-0.12
29.425,0.0158088,0.00,0.00
29.450,0.0158088,3.09E-5,-0.14
29.475,0.0158088,-6.21E-4,-0.40
29.500,0.0162728,-0.02,-0.40
29.525,0.0060305,-0.04,0.11
29.550,-0.2765912,-0.02,0.78
29.575,-0.2834623,0.02,0.82
29.600,-0.0195179,0.04,0.19
29.625,0.0158088,0.02,-0.37
29.650,0.0158088,0.00,-0.41
29.675,0.0158088,0.00,-0.16
29.700,0.0158088,0.00,-0.02
29.725,0.0158088,0.00,-0.01
29.750,0.0158088,3.09E-5,-0.03
29.775,0.0158088,0.00,-0.04
29.800,0.0162728,0.00,0.00
29.825,-9.2749820E-4,0.00,0.06
29.850,-0.0195179,0.00,0.08
29.875,0.0158088,0.00,0.02
29.900,0.0158088,0.00,-0.03
29.925,0.0158088,0.00,-0.04
29.950,0.0158088,0.00,-0.02
29.975,0.0158088,0.00,2.06E-4
30.000,0.0158088,0.00,-0.01
30.025,0.0158088,3.09E-5,-0.10
30.050,0.0158088,-8.07E-4,-0.19
30.075,0.0162728,-0.01,-0.09
30.100,0.0032468,-0.01,0.19
30.125,-0.1779930,-3.71E-4,0.37
30.150,-0.0018549,0.01,0.20
30.175,0.0158088,0.01,-0.08
30.200,0.0158088,0.00,-0.19
30.225,0.0158088,0.00,-0.10
30.250,0.0158088,0.00,-0.01
30.275,0.0158088,0.00,0.00
30.300,0.0158088,3.09E-5,-0.12
30.325,0.0158088,-6.83E-4,-0.35
30.350,0.0162728,-0.02,-0.35
30.375,0.0051026,-0.03,0.11
30.400,-0.2421912,-0.02,0.70
30.425,-0.2486140,0.02,0.71
30.450,-0.0018549,0.03,0.14
30.475,0.0158088,0.02,-0.34
30.500,0.0158088,0.00,-0.36
30.525,0.0158088,0.00,-0.13
30.550,0.0158088,0.00,-0.01
30.575,0.0158088,0.00,-0.01
30.600,0.0158088,6.19E-5,-0.05
30.625,0.0158088,0.00,-0.07
30.650,0.0167369,-0.01,-0.01
30.675,-0.0181278,0.00,0.10
30.700,-0.0367172,0.00,0.14
30.725,-0.0018549,0.01,0.06
30.750,0.0158088,0.00,-0.04
30.775,0.0158088,0.00,-0.07
30.800,0.0158088,0.00,-0.04
30.825,0.0158088,0.00,-0.01
30.850,0.0158088,0.00,2.06E-4
30.875,0.0158088,0.00,-0.01
30.900,0.0158088,3.09E-5,-0.02
30.925,0.0158088,0.00,-0.01
30.950,0.0162728,0.00,0.01
30.975,-0.0018549,-3.09E-5,0.03
31.000,0.0158088,0.00,0.02
31.025,0.0158088,0.00,-0.01
31.050,0.0158088,0.00,-0.02
31.075,0.0158088,0.00,-0.01
31.100,0.0158088,0.00,0.00
31.125,0.0158088,0.00,-0.12
31.150,0.0158088,4.95E-4,-0.38
31.175,0.0158088,-0.02,-0.54
31.200,0.0232361,-0.04,-0.18
31.225,-0.2584741,-0.04,0.61
31.250,-0.2942491,0.00,1.06
31.275,-0.2839202,0.04,0.71
31.300,-0.0018549,0.04,-0.08
31.325,0.0158088,0.02,-0.52
31.350,0.0158088,0.00,-0.41
31.375,0.0158088,0.00,-0.15
31.400,0.0158088,0.00,-0.02
31.425,0.0158088,6.19E-5,-0.15
31.450,0.0158088,0.00,-0.41
31.475,0.0167369,-0.02,-0.38
31.500,-0.0116386,-0.04,0.16
31.525,-0.2765912,-0.02,0.80
31.550,-0.2839202,0.02,0.80
31.575,-0.0018549,0.04,0.14
31.600,0.0158088,0.02,-0.39
31.625,0.0158088,0.00,-0.40
31.650,0.0158088,0.00,-0.15
31.675,0.0158088,0.00,-0.01
31.700,0.0158088,3.09E-5,-0.11
31.725,0.0158088,-7.45E-4,-0.33
31.750,0.0162728,-0.02,-0.35
31.775,0.0041747,-0.03,0.08
31.800,-0.2064124,-0.02,0.65
31.825,-0.2662674,0.01,0.71
31.850,-0.0018549,0.03,0.17
31.875,0.0158088,0.02,-0.31
31.900,0.0158088,0.00,-0.36
31.925,0.0158088,0.00,-0.14
31.950,0.0158088,0.00,-0.01
31.975,0.0158088,3.09E-5,-0.14
32.000,0.0158088,-6.21E-4,-0.40
32.025,0.0162728,-0.02,-0.51
32.050,0.0060305,-0.04,-0.08
32.075,-0.2761330,-0.04,0.69
32.100,-0.2956225,0.00,1.03
32.125,-0.2314188,0.04,0.58
32.150,0.0158088,0.04,-0.18
32.175,0.0158088,0.02,-0.52
32.200,0.0158088,0.00,-0.36
32.225,0.0158088,0.00,-0.11
32.250,0.0158088,0.00,4.13E-4
32.275,0.0158088,0.00,-0.01
32.300,0.0158088,6.19E-5,-0.04
32.325,0.0158088,0.00,-0.03
32.350,0.0167369,0.00,0.02
32.375,-0.0190546,0.00,0.08
32.400,-0.0018549,0.00,0.06
32.425,0.0158088,0.00,0.00
32.450,0.0158088,0.00,-0.04
32.475,0.0158088,0.00,-0.03
32.500,0.0158088,0.00,-0.01
32.525,0.0158088,0.00,-0.07
32.550,0.0158088,3.09E-4,-0.29
32.575,0.0158088,-0.01,-0.49
32.600,0.0204503,-0.03,-0.38
32.625,-0.1525057,-0.04,0.23
32.650,-0.2937912,-0.03,0.88
32.675,-0.2960803,0.02,0.96
32.700,-0.2137643,0.04,0.40
32.725,0.0158088,0.04,-0.28
32.750,0.0158088,0.02,-0.52
32.775,0.0158088,0.00,-0.34
32.800,0.0158088,0.00,-0.10
32.825,0.0158088,0.00,-0.11
32.850,0.0158088,4.64E-4,-0.35
32.875,0.0158088,-0.02,-0.38
32.900,0.0227717,-0.04,0.08
32.925,-0.2417323,-0.02,0.69
32.950,-0.2662674,0.02,0.75
32.975,-0.0018549,0.04,0.17
33.000,0.0158088,0.02,-0.34
33.025,0.0158088,0.00,-0.37
33.050,0.0158088,0.00,-0.14
33.075,0.0158088,0.00,-0.01
33.100,0.0158088,0.00,-0.01
33.125,0.0158088,3.09E-5,-0.10
33.150,0.0158088,-8.07E-4,-0.19
33.175,0.0162728,-0.01,-0.09
33.200,0.0032468,-0.01,0.19
33.225,-0.1779930,-3.71E-4,0.37
33.250,-0.0018549,0.01,0.20
33.275,0.0158088,0.01,-0.08
33.300,0.0158088,0.00,-0.19
33.325,0.0158088,0.00,-0.10
33.350,0.0158088,0.00,-0.01
33.375,0.0158088,0.00,0.00
33.400,0.0158088,0.00,0.00
33.425,0.0158088,0.00,0.00
33.450,0.0158088,0.00,0.00
33.475,0.0158088,0.00,0.00
33.500,0.0158088,0.00,0.00
33.525,0.0158088,0.00,0.00
33.550,0.0158088,0.00,0.00
33.575,0.0158088,0.00,0.00
33.600,0.0158088,0.00,0.00
33.625,0.0158088,0.00,0.00
33.650,0.0158088,0.00,0.00
33.675,0.0158088,0.00,2.06E-4
33.700,0.0158088,0.00,-0.01
33.725,0.0158088,3.09E-5,-0.02
33.750,0.0158088,0.00,-0.01
33.775,0.0162728,0.00,0.01
33.800,-0.0018549,-3.09E-5,0.03
33.825,0.0158088,0.00,0.02
33.850,0.0158088,0.00,-0.01
33.875,0.0158088,0.00,-0.02
33.900,0.0158088,0.00,-0.01
33.925,0.0158088,0.00,0.00
33.950,0.0158088,0.00,2.06E-4
33.975,0.0158088,0.00,-0.01
34.000,0.0158088,3.09E-5,-0.02
34.025,0.0158088,0.00,-0.01
34.050,0.0162728,0.00,0.01
34.075,-0.0018549,-3.09E-5,0.03
34.100,0.0158088,0.00,0.02
34.125,0.0158088,0.00,-0.01
34.150,0.0158088,0.00,-0.02
34.175,0.0158088,0.00,-0.01
34.200,0.0158088,0.00,0.00
34.225,0.0158088,0.00,6.19E-4
34.250,0.0158088,0.00,-0.02
34.275,0.0158088,9.28E-5,-0.05
34.300,0.0158088,0.00,-0.04
34.325,0.0172010,0.00,0.04
34.350,-0.0367172,0.00,0.11
34.375,-0.0018549,0.00,0.08
34.400,0.0158088,0.00,-0.01
34.425,0.0158088,0.00,-0.05
34.450,0.0158088,0.00,-0.04
34.475,0.0158088,0.00,
34.500,0.0158088,0.00,
34.525,0.0158088,,
